arcId,groundStation,sat,meaCtrlST,meaCtrlET,feed
1211,'©╕й╡-1',нюпг-1,22643,23669,1
1212,'гьаК-2',нюпг-162,22613,23731,0
1213,'гьаК-2',нюпг-162,22613,23731,1
1214,'ио╨ё-2',нюпг-98,22646,23868,0
1215,'ио╨ё-2',нюпг-98,22646,23868,1
1216,'©Б╤Шюу-2',нюпг-161,22784,23967,0
1217,'©Б╤Шюу-2',нюпг-161,22784,23967,1
1218,'пш╟╡-1',нюпг-81,22788,23986,0
1219,'пш╟╡-1',нюпг-81,22788,23986,1
1220,'╠╠╬╘-1',нюпг-81,22803,24005,0
1221,'╠╠╬╘-1',нюпг-81,22803,24005,1
1222,'гЮ╣╨-1',нюпг-81,22881,24034,0
1223,'гЮ╣╨-1',нюпг-81,22881,24034,1
1224,'╪яд╬к╧-2',нюпг-98,22917,24105,0
1225,'╪яд╬к╧-2',нюпг-98,22917,24105,1
1226,'ю╪жщ-2',нюпг-30,23034,24117,0
1227,'ю╪жщ-2',нюпг-30,23034,24117,1
1228,'ю╜хЬ-2',нюпг-97,23148,24126,0
1229,'ю╜хЬ-2',нюпг-97,23148,24126,1
1230,'м╜╢╗-1',нюпг-20,23163,24160,0
1231,'м╜╢╗-1',нюпг-20,23163,24160,1
1232,'м╜╢╗-2',нюпг-161,23192,24190,0
1233,'м╜╢╗-2',нюпг-161,23192,24190,1
1234,'╧Ч╤Ш╠У-1',нюпг-63,23191,24265,0
1235,'╧Ч╤Ш╠У-1',нюпг-63,23191,24265,1
1236,'©╕й╡-2',нюпг-10,23335,24314,0
1237,'©╕й╡-2',нюпг-10,23335,24314,1
1238,'╧Ч╤Ш╠У-2',нюпг-30,23150,24333,0
1239,'╧Ч╤Ш╠У-2',нюпг-30,23150,24333,1
1240,'ю╔цВ-1',нюпг-161,23196,24377,0
1241,'ю╔цВ-1',нюпг-161,23196,24377,1
1242,'жьгЛ-1',нюпг-97,23195,24379,0
1243,'жьгЛ-1',нюпг-97,23195,24379,1
1244,'жьгЛ-2',нюпг-97,23197,24381,0
1245,'жьгЛ-2',нюпг-97,23197,24381,1
1246,'Ё╓╢╨-1',нюпг-19,23609,24384,0
1247,'Ё╓╢╨-1',нюпг-19,23609,24384,1
1248,'иНшз-2',нюпг-114,23350,24385,0
1249,'иНшз-2',нюпг-114,23350,24385,1
1250,'иНшз-1',нюпг-114,23352,24386,0
1251,'иНшз-1',нюпг-114,23352,24386,1
1252,'╨ёдо-1',нюпг-19,23644,24390,0
1253,'╨ёдо-1',нюпг-19,23644,24390,1
1254,'╨ёдо-2',нюпг-19,23645,24393,0
1255,'╨ёдо-2',нюпг-19,23645,24393,1
1256,'ио╨ё-1',нюпг-63,23232,24446,0
1257,'ио╨ё-1',нюпг-63,23232,24446,1
1258,'додЧ-2',нюпг-161,23306,24450,0
1259,'додЧ-2',нюпг-161,23306,24450,1
1260,'додЧ-1',нюпг-161,23307,24452,0
1261,'додЧ-1',нюпг-161,23307,24452,1
1262,'нзбЁд╬фК-1',нюпг-160,23551,24678,0
1263,'нзбЁд╬фК-1',нюпг-160,23551,24678,1
1264,'©Б╤Шюу-1',нюпг-62,23478,24717,0
1265,'©Б╤Шюу-1',нюпг-62,23478,24717,1
1266,'нзбЁд╬фК-2',нюпг-62,23479,24721,0
1267,'нзбЁд╬фК-2',нюпг-62,23479,24721,1
1268,'пш╟╡-2',нюпг-80,23561,24758,0
1269,'пш╟╡-2',нюпг-80,23561,24758,1
1270,'╬фх╙-2',нюпг-71,23558,24761,0
1271,'╬фх╙-2',нюпг-71,23558,24761,1
1272,'╠╠╬╘-2',нюпг-80,23576,24776,0
1273,'╠╠╬╘-2',нюпг-80,23576,24776,1
1274,'ю╪жщ-1',нюпг-19,23804,24851,0
1275,'ю╪жщ-1',нюпг-19,23804,24851,1
1276,'ю╜хЬ-1',нюпг-105,23874,24910,0
1277,'ю╜хЬ-1',нюпг-105,23874,24910,1
1278,'ю╔цВ-2',нюпг-160,23966,25118,0
1279,'ю╔цВ-2',нюпг-160,23966,25118,1
1280,'Ё╓╢╨-2',нюпг-28,23957,25125,0
1281,'Ё╓╢╨-2',нюпг-28,23957,25125,1
1282,'╪яд╬к╧-1',нюпг-71,23914,25137,0
1283,'╪яд╬к╧-1',нюпг-71,23914,25137,1
1284,'гьаК-2',нюпг-113,24092,25162,0
1285,'гьаК-2',нюпг-113,24092,25162,1
1286,'гЮ╣╨-2',нюпг-88,23964,25174,0
1287,'гЮ╣╨-2',нюпг-88,23964,25174,1
1288,'гьаК-1',нюпг-28,24040,25222,0
1289,'гьаК-1',нюпг-28,24040,25222,1
1290,'╬фх╙-1',нюпг-79,24072,25288,0
1291,'╬фх╙-1',нюпг-79,24072,25288,1
1292,'©╕й╡-1',нюпг-61,24135,25355,0
1293,'©╕й╡-1',нюпг-61,24135,25355,1
1294,'ио╨ё-2',нюпг-28,24255,25428,0
1295,'ио╨ё-2',нюпг-28,24255,25428,1
1296,'©Б╤Шюу-2',нюпг-168,24316,25453,0
1297,'©Б╤Шюу-2',нюпг-168,24316,25453,1
1298,'ю╪жщ-2',нюпг-18,24494,25495,0
1299,'ю╪жщ-2',нюпг-18,24494,25495,1
1300,'пш╟╡-1',нюпг-79,24334,25528,0
1301,'пш╟╡-1',нюпг-79,24334,25528,1
1302,'╠╠╬╘-1',нюпг-79,24348,25547,0
1303,'╠╠╬╘-1',нюпг-79,24348,25547,1
1304,'гЮ╣╨-1',нюпг-79,24432,25584,0
1305,'гЮ╣╨-1',нюпг-79,24432,25584,1
1306,'╧Ч╤Ш╠У-1',нюпг-113,24625,25605,0
1307,'╧Ч╤Ш╠У-1',нюпг-113,24625,25605,1
1308,'╨ёдо-2',нюпг-70,24868,25662,0
1309,'╨ёдо-2',нюпг-70,24868,25662,1
1310,'ю╜хЬ-2',нюпг-168,24514,25709,0
1311,'ю╜хЬ-2',нюпг-168,24514,25709,1
1312,'╧Ч╤Ш╠У-2',нюпг-61,24733,25721,0
1313,'╧Ч╤Ш╠У-2',нюпг-61,24733,25721,1
1314,'╪яд╬к╧-2',нюпг-79,24512,25755,0
1315,'╪яд╬к╧-2',нюпг-79,24512,25755,1
1316,'жьгЛ-2',нюпг-168,24759,25761,0
1317,'жьгЛ-2',нюпг-168,24759,25761,1
1318,'жьгЛ-1',нюпг-168,24760,25764,0
1319,'жьгЛ-1',нюпг-168,24760,25764,1
1320,'м╜╢╗-2',нюпг-96,24554,25776,0
1321,'м╜╢╗-2',нюпг-96,24554,25776,1
1322,'м╜╢╗-1',нюпг-96,24555,25777,0
1323,'м╜╢╗-1',нюпг-96,24555,25777,1
1324,'╨ёдо-1',нюпг-112,24732,25845,0
1325,'╨ёдо-1',нюпг-112,24732,25845,1
1326,'ю╔цВ-1',нюпг-27,24753,25896,0
1327,'ю╔цВ-1',нюпг-27,24753,25896,1
1328,'додЧ-2',нюпг-168,24862,25920,0
1329,'додЧ-2',нюпг-168,24862,25920,1
1330,'додЧ-1',нюпг-168,24863,25922,0
1331,'додЧ-1',нюпг-168,24863,25922,1
1332,'иНшз-2',нюпг-112,24815,25945,0
1333,'иНшз-2',нюпг-112,24815,25945,1
1334,'иНшз-1',нюпг-112,24817,25946,0
1335,'иНшз-1',нюпг-112,24817,25946,1
1336,'©╕й╡-2',нюпг-78,24764,25962,0
1337,'©╕й╡-2',нюпг-78,24764,25962,1
1338,'Ё╓╢╨-1',нюпг-61,24845,26045,0
1339,'Ё╓╢╨-1',нюпг-61,24845,26045,1
1340,'ио╨ё-1',нюпг-27,24922,26082,0
1341,'ио╨ё-1',нюпг-27,24922,26082,1
1342,'нзбЁд╬фК-2',нюпг-167,25088,26147,0
1343,'нзбЁд╬фК-2',нюпг-167,25088,26147,1
1344,'нзбЁд╬фК-1',нюпг-167,25089,26149,0
1345,'нзбЁд╬фК-1',нюпг-167,25089,26149,1
1346,'╬фх╙-2',нюпг-17,25176,26240,0
1347,'╬фх╙-2',нюпг-17,25176,26240,1
1348,'пш╟╡-2',нюпг-87,25106,26301,0
1349,'пш╟╡-2',нюпг-87,25106,26301,1
1350,'╠╠╬╘-2',нюпг-87,25119,26319,0
1351,'╠╠╬╘-2',нюпг-87,25119,26319,1
1352,'©Б╤Шюу-1',нюпг-95,25136,26334,0
1353,'©Б╤Шюу-1',нюпг-95,25136,26334,1
1354,'ю╪жщ-1',нюпг-78,25208,26393,0
1355,'ю╪жщ-1',нюпг-78,25208,26393,1
1356,'ю╜хЬ-1',нюпг-167,25282,26452,0
1357,'ю╜хЬ-1',нюпг-167,25282,26452,1
1358,'ю╔цВ-2',нюпг-167,25517,26591,0
1359,'ю╔цВ-2',нюпг-167,25517,26591,1
1360,'гЮ╣╨-2',нюпг-95,25514,26706,0
1361,'гЮ╣╨-2',нюпг-95,25514,26706,1
1362,'гьаК-2',нюпг-111,25564,26716,0
1363,'гьаК-2',нюпг-111,25564,26716,1
1364,'гьаК-1',нюпг-111,25566,26717,0
1365,'гьаК-1',нюпг-111,25566,26717,1
1366,'Ё╓╢╨-2',нюпг-69,25603,26819,0
1367,'Ё╓╢╨-2',нюпг-69,25603,26819,1
1368,'╬фх╙-1',нюпг-26,25675,26819,0
1369,'╬фх╙-1',нюпг-26,25675,26819,1
1370,'╪яд╬к╧-1',нюпг-36,25702,26853,0
1371,'╪яд╬к╧-1',нюпг-36,25702,26853,1
1372,'©╕й╡-1',нюпг-16,25719,26905,0
1373,'©╕й╡-1',нюпг-16,25719,26905,1
1374,'©Б╤Шюу-2',нюпг-166,25855,26926,0
1375,'©Б╤Шюу-2',нюпг-166,25855,26926,1
1376,'ио╨ё-2',нюпг-111,25828,26964,0
1377,'ио╨ё-2',нюпг-111,25828,26964,1
1378,'пш╟╡-1',нюпг-86,25879,27073,0
1379,'пш╟╡-1',нюпг-86,25879,27073,1
1380,'╠╠╬╘-1',нюпг-86,25891,27091,0
1381,'╠╠╬╘-1',нюпг-86,25891,27091,1
1382,'гЮ╣╨-1',нюпг-86,25979,27137,0
1383,'гЮ╣╨-1',нюпг-86,25979,27137,1
1384,'╧Ч╤Ш╠У-2',нюпг-111,26084,27149,0
1385,'╧Ч╤Ш╠У-2',нюпг-111,26084,27149,1
1386,'ю╪жщ-2',нюпг-77,25974,27169,0
1387,'ю╪жщ-2',нюпг-77,25974,27169,1
1388,'ю╜хЬ-2',нюпг-166,26053,27195,0
1389,'ю╜хЬ-2',нюпг-166,26053,27195,1
1390,'╪яд╬к╧-2',нюпг-111,26116,27210,0
1391,'╪яд╬к╧-2',нюпг-111,26116,27210,1
1392,'╧Ч╤Ш╠У-1',нюпг-86,25999,27240,0
1393,'╧Ч╤Ш╠У-1',нюпг-86,25999,27240,1
1394,'Ё╓╢╨-1',нюпг-77,26396,27253,0
1395,'Ё╓╢╨-1',нюпг-77,26396,27253,1
1396,'жьгЛ-1',нюпг-25,26119,27302,0
1397,'жьгЛ-1',нюпг-25,26119,27302,1
1398,'жьгЛ-2',нюпг-25,26121,27304,0
1399,'жьгЛ-2',нюпг-25,26121,27304,1
1400,'ю╔цВ-1',нюпг-166,26300,27322,0
1401,'ю╔цВ-1',нюпг-166,26300,27322,1
1402,'╨ёдо-2',нюпг-102,26126,27329,0
1403,'╨ёдо-2',нюпг-102,26126,27329,1
1404,'м╜╢╗-1',нюпг-68,26126,27339,0
1405,'м╜╢╗-1',нюпг-68,26126,27339,1
1406,'м╜╢╗-2',нюпг-68,26127,27340,0
1407,'м╜╢╗-2',нюпг-68,26127,27340,1
1408,'╨ёдо-1',нюпг-110,26213,27394,0
1409,'╨ёдо-1',нюпг-110,26213,27394,1
1410,'додЧ-1',нюпг-110,26276,27407,0
1411,'додЧ-1',нюпг-110,26276,27407,1
1412,'додЧ-2',нюпг-110,26278,27408,0
1413,'додЧ-2',нюпг-110,26278,27408,1
1414,'иНшз-1',нюпг-110,26301,27490,0
1415,'иНшз-1',нюпг-110,26301,27490,1
1416,'©╕й╡-2',нюпг-76,26309,27505,0
1417,'©╕й╡-2',нюпг-76,26309,27505,1
1418,'иНшз-2',нюпг-68,26349,27583,0
1419,'иНшз-2',нюпг-68,26349,27583,1
1420,'нзбЁд╬фК-1',нюпг-15,26503,27638,0
1421,'нзбЁд╬фК-1',нюпг-15,26503,27638,1
1422,'нзбЁд╬фК-2',нюпг-15,26505,27640,0
1423,'нзбЁд╬фК-2',нюпг-15,26505,27640,1
1424,'ио╨ё-1',нюпг-102,26447,27683,0
1425,'ио╨ё-1',нюпг-102,26447,27683,1
1426,'пш╟╡-2',нюпг-85,26649,27846,0
1427,'пш╟╡-2',нюпг-85,26649,27846,1
1428,'╬фх╙-2',нюпг-76,26630,27851,0
1429,'╬фх╙-2',нюпг-76,26630,27851,1
1430,'╠╠╬╘-2',нюпг-85,26661,27864,0
1431,'╠╠╬╘-2',нюпг-85,26661,27864,1
1432,'╬фх╙-1',нюпг-34,27239,27867,0
1433,'╬фх╙-1',нюпг-34,27239,27867,1
1434,'ю╪жщ-1',нюпг-76,26742,27944,0
1435,'ю╪жщ-1',нюпг-76,26742,27944,1
1436,'ю╜хЬ-1',нюпг-101,26821,28004,0
1437,'ю╜хЬ-1',нюпг-101,26821,28004,1
1438,'гьаК-2',нюпг-76,27072,28158,0
1439,'гьаК-2',нюпг-76,27072,28158,1
1440,'ю╔цВ-2',нюпг-67,26938,28173,0
1441,'ю╔цВ-2',нюпг-67,26938,28173,1
1442,'©Б╤Шюу-1',нюпг-84,26975,28204,0
1443,'©Б╤Шюу-1',нюпг-84,26975,28204,1
1444,'гЮ╣╨-2',нюпг-93,27066,28242,0
1445,'гЮ╣╨-2',нюпг-93,27066,28242,1
1446,'гьаК-1',нюпг-67,27095,28323,0
1447,'гьаК-1',нюпг-67,27095,28323,1
1448,'Ё╓╢╨-2',нюпг-23,27238,28388,0
1449,'Ё╓╢╨-2',нюпг-23,27238,28388,1
1450,'©╕й╡-1',нюпг-164,27269,28407,0
1451,'©╕й╡-1',нюпг-164,27269,28407,1
1452,'╪яд╬к╧-1',нюпг-93,27214,28456,0
1453,'╪яд╬к╧-1',нюпг-93,27214,28456,1
1454,'ио╨ё-2',нюпг-109,27314,28501,0
1455,'ио╨ё-2',нюпг-109,27314,28501,1
1456,'©Б╤Шюу-2',нюпг-66,27295,28530,0
1457,'©Б╤Шюу-2',нюпг-66,27295,28530,1
1458,'гЮ╣╨-1',нюпг-33,27489,28614,0
1459,'гЮ╣╨-1',нюпг-33,27489,28614,1
1460,'пш╟╡-1',нюпг-84,27420,28619,0
1461,'пш╟╡-1',нюпг-84,27420,28619,1
1462,'╠╠╬╘-1',нюпг-84,27431,28636,0
1463,'╠╠╬╘-1',нюпг-84,27431,28636,1
1464,'ю╔цВ-1',нюпг-75,27670,28718,0
1465,'ю╔цВ-1',нюпг-75,27670,28718,1
1466,'╪яд╬к╧-2',нюпг-109,27595,28741,0
1467,'╪яд╬к╧-2',нюпг-109,27595,28741,1
1468,'╨ёдо-1',нюпг-116,27904,28747,0
1469,'╨ёдо-1',нюпг-116,27904,28747,1
1470,'╧Ч╤Ш╠У-2',нюпг-84,27528,28770,0
1471,'╧Ч╤Ш╠У-2',нюпг-84,27528,28770,1
1472,'ю╜хЬ-2',нюпг-100,27566,28770,0
1473,'ю╜хЬ-2',нюпг-100,27566,28770,1
1474,'ю╪жщ-2',нюпг-66,27574,28776,0
1475,'ю╪жщ-2',нюпг-66,27574,28776,1
1476,'Ё╓╢╨-1',нюпг-100,27658,28814,0
1477,'Ё╓╢╨-1',нюпг-100,27658,28814,1
1478,'╨ёдо-2',нюпг-100,27681,28840,0
1479,'╨ёдо-2',нюпг-100,27681,28840,1
1480,'╧Ч╤Ш╠У-1',нюпг-75,27692,28880,0
1481,'╧Ч╤Ш╠У-1',нюпг-75,27692,28880,1
1482,'додЧ-1',нюпг-108,27761,28951,0
1483,'додЧ-1',нюпг-108,27761,28951,1
1484,'додЧ-2',нюпг-108,27762,28952,0
1485,'додЧ-2',нюпг-108,27762,28952,1
1486,'иНшз-1',нюпг-75,27846,28961,0
1487,'иНшз-1',нюпг-75,27846,28961,1
1488,'жьгЛ-1',нюпг-100,27726,28963,0
1489,'жьгЛ-1',нюпг-100,27726,28963,1
1490,'жьгЛ-2',нюпг-100,27727,28965,0
1491,'жьгЛ-2',нюпг-100,27727,28965,1
1492,'иНшз-2',нюпг-32,27930,28989,0
1493,'иНшз-2',нюпг-32,27930,28989,1
1494,'©╕й╡-2',нюпг-74,27852,29050,0
1495,'©╕й╡-2',нюпг-74,27852,29050,1
1496,'м╜╢╗-2',нюпг-100,27821,29060,0
1497,'м╜╢╗-2',нюпг-100,27821,29060,1
1498,'м╜╢╗-1',нюпг-100,27823,29062,0
1499,'м╜╢╗-1',нюпг-100,27823,29062,1
1500,'нзбЁд╬фК-2',нюпг-74,27986,29222,0
1501,'нзбЁд╬фК-2',нюпг-74,27986,29222,1
1502,'ио╨ё-1',нюпг-108,28063,29268,0
1503,'ио╨ё-1',нюпг-108,28063,29268,1
1504,'нзбЁд╬фК-1',нюпг-65,28057,29271,0
1505,'нзбЁд╬фК-1',нюпг-65,28057,29271,1
1506,'пш╟╡-2',нюпг-32,28214,29323,0
1507,'пш╟╡-2',нюпг-32,28214,29323,1
1508,'╠╠╬╘-2',нюпг-32,28216,29335,0
1509,'╠╠╬╘-2',нюпг-32,28216,29335,1
1510,'ю╜хЬ-1',нюпг-163,28383,29390,0
1511,'ю╜хЬ-1',нюпг-163,28383,29390,1
1512,'╬фх╙-2',нюпг-65,28232,29422,0
1513,'╬фх╙-2',нюпг-65,28232,29422,1
1514,'╬фх╙-1',нюпг-65,28233,29424,0
1515,'╬фх╙-1',нюпг-65,28233,29424,1
1516,'ю╪жщ-1',нюпг-91,28345,29546,0
1517,'ю╪жщ-1',нюпг-91,28345,29546,1
1518,'ю╔цВ-2',нюпг-107,28515,29665,0
1519,'ю╔цВ-2',нюпг-107,28515,29665,1
1520,'гьаК-2',нюпг-99,28547,29698,0
1521,'гьаК-2',нюпг-99,28547,29698,1
1522,'гьаК-1',нюпг-21,28709,29749,0
1523,'гьаК-1',нюпг-21,28709,29749,1
1524,'ио╨ё-2',нюпг-115,28979,29921,0
1525,'ио╨ё-2',нюпг-115,28979,29921,1
1526,'©Б╤Шюу-1',нюпг-73,28746,29974,0
1527,'©Б╤Шюу-1',нюпг-73,28746,29974,1
1528,'гЮ╣╨-2',нюпг-99,28751,29980,0
1529,'гЮ╣╨-2',нюпг-99,28751,29980,1
1530,'гЮ╣╨-1',нюпг-21,29017,29994,0
1531,'гЮ╣╨-1',нюпг-21,29017,29994,1
1532,'©╕й╡-1',нюпг-90,28775,30005,0
1533,'©╕й╡-1',нюпг-90,28775,30005,1
1534,'╠╠╬╘-1',нюпг-21,29027,30091,0
1535,'╠╠╬╘-1',нюпг-21,29027,30091,1
1536,'ю╜хЬ-2',нюпг-162,29171,30112,0
1537,'ю╜хЬ-2',нюпг-162,29171,30112,1
1538,'╪яд╬к╧-1',нюпг-31,28952,30140,0
1539,'╪яд╬к╧-1',нюпг-31,28952,30140,1
1540,'©Б╤Шюу-2',нюпг-90,28909,30149,0
1541,'©Б╤Шюу-2',нюпг-90,28909,30149,1
1542,'╧Ч╤Ш╠У-1',нюпг-21,29241,30195,0
1543,'╧Ч╤Ш╠У-1',нюпг-21,29241,30195,1
1544,'╧Ч╤Ш╠У-2',нюпг-21,29243,30197,0
1545,'╧Ч╤Ш╠У-2',нюпг-21,29243,30197,1
1546,'ю╪жщ-2',нюпг-90,29120,30314,0
1547,'ю╪жщ-2',нюпг-90,29120,30314,1
1548,'╪яд╬к╧-2',нюпг-82,29094,30333,0
1549,'╪яд╬к╧-2',нюпг-82,29094,30333,1
1550,'пш╟╡-1',нюпг-73,29139,30375,0
1551,'пш╟╡-1',нюпг-73,29139,30375,1
1552,'ю╔цВ-1',нюпг-98,29160,30375,0
1553,'ю╔цВ-1',нюпг-98,29160,30375,1
1554,'додЧ-1',нюпг-30,29334,30411,0
1555,'додЧ-1',нюпг-30,29334,30411,1
1556,'додЧ-2',нюпг-73,29294,30418,0
1557,'додЧ-2',нюпг-73,29294,30418,1
1558,'жьгЛ-1',нюпг-40,29383,30424,0
1559,'жьгЛ-1',нюпг-40,29383,30424,1
1560,'жьгЛ-2',нюпг-40,29385,30426,0
1561,'жьгЛ-2',нюпг-40,29385,30426,1
1562,'Ё╓╢╨-2',нюпг-106,29199,30434,0
1563,'Ё╓╢╨-2',нюпг-106,29199,30434,1
1564,'Ё╓╢╨-1',нюпг-106,29200,30435,0
1565,'Ё╓╢╨-1',нюпг-106,29200,30435,1
1566,'иНшз-1',нюпг-98,29341,30452,0
1567,'иНшз-1',нюпг-98,29341,30452,1
1568,'╨ёдо-1',нюпг-106,29222,30458,0
1569,'╨ёдо-1',нюпг-106,29222,30458,1
1570,'╨ёдо-2',нюпг-106,29224,30459,0
1571,'╨ёдо-2',нюпг-106,29224,30459,1
1572,'иНшз-2',нюпг-73,29362,30528,0
1573,'иНшз-2',нюпг-73,29362,30528,1
1574,'м╜╢╗-2',нюпг-40,29449,30537,0
1575,'м╜╢╗-2',нюпг-40,29449,30537,1
1576,'м╜╢╗-1',нюпг-40,29451,30539,0
1577,'м╜╢╗-1',нюпг-40,29451,30539,1
1578,'ио╨ё-1',нюпг-123,29702,30705,0
1579,'ио╨ё-1',нюпг-123,29702,30705,1
1580,'©╕й╡-2',нюпг-63,29482,30722,0
1581,'©╕й╡-2',нюпг-63,29482,30722,1
1582,'╠╠╬╘-2',нюпг-30,29714,30739,0
1583,'╠╠╬╘-2',нюпг-30,29714,30739,1
1584,'нзбЁд╬фК-2',нюпг-63,29583,30769,0
1585,'нзбЁд╬фК-2',нюпг-63,29583,30769,1
1586,'╬фх╙-2',нюпг-63,29765,30910,0
1587,'╬фх╙-2',нюпг-63,29765,30910,1
1588,'╬фх╙-1',нюпг-63,29766,30912,0
1589,'╬фх╙-1',нюпг-63,29766,30912,1
1590,'пш╟╡-2',нюпг-81,29725,30938,0
1591,'пш╟╡-2',нюпг-81,29725,30938,1
1592,'нзбЁд╬фК-1',нюпг-89,29712,30952,0
1593,'нзбЁд╬фК-1',нюпг-89,29712,30952,1
1594,'ю╜хЬ-1',нюпг-63,29784,31021,0
1595,'ю╜хЬ-1',нюпг-63,29784,31021,1
1596,'ю╔цВ-2',нюпг-29,30006,31125,0
1597,'ю╔цВ-2',нюпг-29,30006,31125,1
1598,'гьаК-1',нюпг-72,30101,31291,0
1599,'гьаК-1',нюпг-72,30101,31291,1
1600,'ю╪жщ-1',нюпг-97,30060,31300,0
1601,'ю╪жщ-1',нюпг-97,30060,31300,1
1602,'гьаК-2',нюпг-114,30075,31312,0
1603,'гьаК-2',нюпг-114,30075,31312,1
1604,'©╕й╡-1',нюпг-19,30397,31466,0
1605,'©╕й╡-1',нюпг-19,30397,31466,1
1606,'©Б╤Шюу-2',нюпг-19,30563,31477,0
1607,'©Б╤Шюу-2',нюпг-19,30563,31477,1
1608,'ио╨ё-2',нюпг-97,30303,31498,0
1609,'ио╨ё-2',нюпг-97,30303,31498,1
1610,'©Б╤Шюу-1',нюпг-62,30348,31542,0
1611,'©Б╤Шюу-1',нюпг-62,30348,31542,1
1612,'гЮ╣╨-1',нюпг-114,30338,31566,0
1613,'гЮ╣╨-1',нюпг-114,30338,31566,1
1614,'гЮ╣╨-2',нюпг-114,30339,31567,0
1615,'гЮ╣╨-2',нюпг-114,30339,31567,1
1616,'ю╜хЬ-2',нюпг-71,30495,31631,0
1617,'ю╜хЬ-2',нюпг-71,30495,31631,1
1618,'╠╠╬╘-1',нюпг-80,30502,31724,0
1619,'╠╠╬╘-1',нюпг-80,30502,31724,1
1620,'╪яд╬к╧-1',нюпг-97,30489,31732,0
1621,'╪яд╬к╧-1',нюпг-97,30489,31732,1
1622,'╪яд╬к╧-2',нюпг-122,30719,31736,0
1623,'╪яд╬к╧-2',нюпг-122,30719,31736,1
1624,'╧Ч╤Ш╠У-1',нюпг-114,30537,31740,0
1625,'╧Ч╤Ш╠У-1',нюпг-114,30537,31740,1
1626,'╧Ч╤Ш╠У-2',нюпг-114,30538,31741,0
1627,'╧Ч╤Ш╠У-2',нюпг-114,30538,31741,1
1628,'ю╪жщ-2',нюпг-88,30673,31849,0
1629,'ю╪жщ-2',нюпг-88,30673,31849,1
1630,'Ё╓╢╨-2',нюпг-121,30775,31885,0
1631,'Ё╓╢╨-2',нюпг-121,30775,31885,1
1632,'Ё╓╢╨-1',нюпг-121,30777,31886,0
1633,'Ё╓╢╨-1',нюпг-121,30777,31886,1
1634,'╨ёдо-1',нюпг-121,30798,31910,0
1635,'╨ёдо-1',нюпг-121,30798,31910,1
1636,'╨ёдо-2',нюпг-121,30801,31911,0
1637,'╨ёдо-2',нюпг-121,30801,31911,1
1638,'ю╔цВ-1',нюпг-62,30757,31955,0
1639,'ю╔цВ-1',нюпг-62,30757,31955,1
1640,'додЧ-2',нюпг-71,30808,31983,0
1641,'додЧ-2',нюпг-71,30808,31983,1
1642,'додЧ-1',нюпг-71,30810,31984,0
1643,'додЧ-1',нюпг-71,30810,31984,1
1644,'жьгЛ-1',нюпг-105,30805,32007,0
1645,'жьгЛ-1',нюпг-105,30805,32007,1
1646,'жьгЛ-2',нюпг-105,30806,32009,0
1647,'жьгЛ-2',нюпг-105,30806,32009,1
1648,'иНшз-2',нюпг-121,30882,32009,0
1649,'иНшз-2',нюпг-121,30882,32009,1
1650,'╠╠╬╘-2',нюпг-28,31102,32024,0
1651,'╠╠╬╘-2',нюпг-28,31102,32024,1
1652,'пш╟╡-1',нюпг-88,30855,32051,0
1653,'пш╟╡-1',нюпг-88,30855,32051,1
1654,'иНшз-1',нюпг-113,30841,32072,0
1655,'иНшз-1',нюпг-113,30841,32072,1
1656,'м╜╢╗-2',нюпг-105,30883,32110,0
1657,'м╜╢╗-2',нюпг-105,30883,32110,1
1658,'м╜╢╗-1',нюпг-105,30884,32112,0
1659,'м╜╢╗-1',нюпг-105,30884,32112,1
1660,'©╕й╡-2',нюпг-18,31083,32114,0
1661,'©╕й╡-2',нюпг-18,31083,32114,1
1662,'нзбЁд╬фК-1',нюпг-18,31321,32168,0
1663,'нзбЁд╬фК-1',нюпг-18,31321,32168,1
1664,'пш╟╡-2',нюпг-121,31278,32201,0
1665,'пш╟╡-2',нюпг-121,31278,32201,1
1666,'нзбЁд╬фК-2',нюпг-61,31113,32258,0
1667,'нзбЁд╬фК-2',нюпг-61,31113,32258,1
1668,'ио╨ё-1',нюпг-105,31079,32265,0
1669,'ио╨ё-1',нюпг-105,31079,32265,1
1670,'╬фх╙-2',нюпг-61,31304,32384,0
1671,'╬фх╙-2',нюпг-61,31304,32384,1
1672,'╬фх╙-1',нюпг-61,31305,32386,0
1673,'╬фх╙-1',нюпг-61,31305,32386,1
1674,'ю╜хЬ-1',нюпг-27,31362,32533,0
1675,'ю╜хЬ-1',нюпг-27,31362,32533,1
1676,'ю╔цВ-2',нюпг-70,31467,32646,0
1677,'ю╔цВ-2',нюпг-70,31467,32646,1
1678,'гьаК-2',нюпг-104,31702,32729,0
1679,'гьаК-2',нюпг-104,31702,32729,1
1680,'гьаК-1',нюпг-120,31632,32782,0
1681,'гьаК-1',нюпг-120,31632,32782,1
1682,'ю╪жщ-1',нюпг-112,31699,32880,0
1683,'ю╪жщ-1',нюпг-112,31699,32880,1
1684,'ио╨ё-2',нюпг-104,31857,33030,0
1685,'ио╨ё-2',нюпг-104,31857,33030,1
1686,'гЮ╣╨-1',нюпг-120,31929,33031,0
1687,'гЮ╣╨-1',нюпг-120,31929,33031,1
1688,'гЮ╣╨-2',нюпг-120,31931,33032,0
1689,'гЮ╣╨-2',нюпг-120,31931,33032,1
